year,stname,fem15,fem16,fem17,fem18,fem19,fem20,fem21,fem22,fem23,fem24,fem25,fem26,fem27,fem28,fem29,fem30,fem31,fem32,fem33,fem34,fem35,fem36,fem37,fem38,fem39,fem40,fem41,fem42,fem43,fem44,fem1519,fem2034,fem3544,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819
2010,ME,8010,8276,8680,8815,8782,8550,8110,7750,7412,7393,7414,7109,7261,7454,7349,7367,7335,7337,7146,7102,7476,7419,7777,8442,9028,9152,8959,9173,9484,9554,42563,112089,86464,0.18819162249565125,0.19444118440151215,0.2039330005645752,0.20710475742816925,0.20632943511009216,0.0762786716222763,0.07235322147607803,0.069141484797000885,0.0661260262131691,0.06595651805400848,0.06614387035369873,0.06342281401157379,0.0647788792848587,0.06650073081254959,0.06556396931409836,0.06572455912828445,0.06543906778097153,0.06545691192150116,0.0637529119849205,0.06336036324501038,0.08646372705698013,0.08580449968576431,0.08994495123624802,0.09763600677251816,0.10441339761018753,0.10584752261638641,0.10361538082361221,0.10609039664268494,0.10968726873397827,0.11049685627222061,0.4134342074394226
2011,ME,7833,8080,8338,8904,8669,8265,8228,8026,7478,7341,7469,7525,7203,7317,7508,7351,7487,7354,7394,7159,7142,7497,7415,7787,8473,9030,9173,8956,9132,9471,41824,113105,84076,0.18728481233119965,0.19319051504135132,0.1993592232465744,0.21289211511611938,0.20727333426475525,0.07307369261980057,0.07274655997753143,0.07096061110496521,0.06611555814743042,0.06490429490804672,0.06603598594665527,0.06653109937906265,0.06368418782949448,0.06469210237264633,0.06638079881668091,0.06499270349740982,0.06619513034820557,0.06501922756433487,0.06537288427352905,0.06329517066478729,0.08494695276021957,0.08916932344436646,0.08819401264190674,0.09261858463287354,0.10077786445617676,0.10740282386541367,0.10910366475582123,0.10652267187833786,0.10861601680517197,0.11264807730913162,0.42016544938087463
2012,ME,7761,7875,8124,8565,8649,8187,7924,8098,7760,7429,7345,7475,7556,7266,7419,7565,7424,7532,7325,7383,7188,7190,7491,7428,7851,8514,9042,9201,8917,9086,40974,113688,81908,0.18941280245780945,0.19219505786895752,0.19827207922935486,0.2090349942445755,0.21108508110046387,0.07201287895441055,0.06969952583312988,0.07123003154993057,0.06825698167085648,0.06534550338983536,0.06460664421319962,0.0657501220703125,0.06646259874105453,0.06391175836324692,0.06525754928588867,0.06654176115989685,0.06530153006315231,0.0662514939904213,0.06443072110414505,0.06494089215993881,0.08775699883699417,0.08778141438961029,0.09145627170801163,0.0906871110200882,0.09585144370794296,0.10394588857889175,0.11039214581251144,0.11233334988355637,0.10886604338884354,0.11092933267354965,0.4201200604438782
2013,ME,7641,7820,7940,8393,8347,8167,7819,7842,7837,7737,7400,7351,7577,7616,7296,7436,7635,7494,7618,7387,7407,7238,7227,7487,7488,7880,8483,9042,9202,8897,40141,114212,80351,0.19035400450229645,0.19481328129768372,0.19780275225639343,0.20908796787261963,0.20794200897216797,0.07150737196207047,0.06846040487289429,0.06866178661584854,0.06861800700426102,0.06774244457483292,0.06479179114103317,0.06436276435852051,0.06634154170751572,0.06668300926685333,0.06388120353221893,0.06510699540376663,0.06684936583042145,0.06561481952667236,0.0667005181312561,0.06467796862125397,0.09218304604291916,0.09007977694272995,0.08994287252426147,0.09317868202924728,0.09319112449884415,0.09806971997022629,0.10557429492473602,0.11253126710653305,0.1145225316286087,0.11072668433189392,0.4170299768447876
2014,ME,7711,7715,7981,8236,8214,7904,7930,7750,7680,7819,7767,7438,7550,7716,7722,7337,7534,7683,7570,7686,7502,7479,7228,7262,7494,7553,7897,8531,9015,9182,39857,115086,79143,0.1934666484594345,0.19356700778007507,0.2002408653497696,0.20663873851299286,0.20608675479888916,0.0686790719628334,0.06890499591827393,0.067340947687625885,0.06673270463943481,0.06794049590826035,0.0674886628985405,0.064629927277565,0.0656031146645546,0.06704551726579666,0.06709764897823334,0.06375232338905334,0.065464086830616,0.06675877422094345,0.06577689945697784,0.06678483635187149,0.09479044377803802,0.09449982643127441,0.09132835268974304,0.09175796061754227,0.09468936175107956,0.09543484449386597,0.09978140890598297,0.10779222100973129,0.11390773952007294,0.11601784080266953,0.4127255082130432
2015,ME,7572,7725,7781,8174,8044,7821,7655,7815,7531,7605,7820,7746,7582,7551,7821,7788,7416,7592,7714,7576,7744,7565,7471,7262,7272,7494,7561,7904,8527,9011,39296,115033,77811,0.192691370844841,0.19658489525318146,0.19800998270511627,0.2080109864473343,0.20470276474952698,0.06798918545246124,0.06654611974954605,0.06793702393770218,0.06546816974878311,0.06611146032810211,0.06798049062490463,0.06733720004558563,0.06591152399778366,0.06564203649759293,0.06798918545246124,0.06770230829715729,0.06446845829486847,0.06599844992160797,0.06705901771783829,0.0658593624830246,0.09952320158481598,0.09722276031970978,0.09601470082998276,0.09332870692014694,0.09345722198486328,0.09631028771400452,0.097171351313591,0.1015794649720192,0.10958604514598846,0.11580625176429749,0.41271376609802246
2016,ME,7395,7705,7830,8001,7934,7589,7539,7542,7602,7597,7697,7948,7916,7677,7699,7915,7900,7484,7745,7822,7699,7895,7633,7521,7324,7318,7502,7567,7922,8498,38865,115672,76879,0.19027402997016907,0.19825035333633423,0.2014666199684143,0.20586645603179932,0.20414254069328308,0.06560792773962021,0.06517566740512848,0.06520160287618637,0.06572031229734421,0.06567708402872086,0.06654159724712372,0.0687115266919136,0.06843488663434982,0.0663686990737915,0.06655889004468918,0.0684262365102768,0.06829655915498734,0.064700186252594,0.06695656478404999,0.06762224435806274,0.1001443862915039,0.1026938408613205,0.09928589314222336,0.09782905876636505,0.09526658803224564,0.09518854320049286,0.09758191555738449,0.09842739999294281,0.10304504632949829,0.1105373352766037,0.4100089967250824
2017,ME,7172,7474,7788,7957,7693,7493,7302,7437,7338,7620,7693,7834,8115,8027,7830,7854,8050,7994,7587,7831,7984,7786,7972,7679,7579,7379,7332,7602,7558,7909,38084,116005,76780,0.18832054734230042,0.19625039398670197,0.20449532568454742,0.20893289148807526,0.20200084149837494,0.06459204107522964,0.06294555962085724,0.06410930305719376,0.06325589120388031,0.06568682193756104,0.06631610542535782,0.06753157079219818,0.06995388120412827,0.06919529289007187,0.06749708950519562,0.067703977227211,0.06939356029033661,0.06891082227230072,0.06540235131978989,0.06750570982694626,0.10398541390895844,0.10140661895275116,0.10382912307977676,0.10001302510499954,0.09871060401201248,0.09610575437545776,0.0954936146736145,0.0990101620554924,0.09843709319829941,0.10300859808921814,0.4109337329864502
2018,ME,7223,7251,7568,7960,7802,7414,7341,7313,7389,7415,7689,7864,7948,8235,8140,7902,7970,8163,8087,7626,7959,8085,7840,8061,7757,7651,7376,7376,7656,7563,37804,116496,77324,0.19106443226337433,0.19180509448051453,0.2001904547214508,0.21055972576141357,0.20638027787208557,0.06364166736602783,0.06301503628492355,0.06277468800544739,0.063427068293094635,0.06365025043487549,0.0660022646188736,0.06750446557998657,0.06822551786899567,0.0706891193985939,0.06987364590167999,0.0678306519985199,0.0684143677353859,0.07007107883691788,0.06941869109869003,0.06546147167682648,0.10293052345514297,0.10456003248691559,0.10139154642820358,0.10424964874982834,0.10031814128160477,0.09894728660583496,0.09539082646369934,0.09539082646369934,0.09901195019483566,0.09780921787023544,0.41694000363349915
2019,ME,7173,7323,7342,7777,7821,7420,7177,7264,7179,7417,7566,7799,8018,8115,8377,8277,8060,8074,8294,8166,7734,8066,8112,7942,8150,7838,7728,7440,7390,7689,37436,117203,78089,0.1916070133447647,0.19561384618282318,0.19612137973308563,0.20774121582508087,0.2089165449142456,0.0633089616894722,0.06123563274741173,0.06197793409228325,0.06125269830226898,0.06328336149454117,0.06455466151237488,0.06654266268014908,0.0684112161397934,0.06923884153366089,0.07147427648305893,0.070621058344841,0.06876957416534424,0.06888902187347412,0.07076610624790192,0.06967398524284363,0.09904083609580994,0.10329239815473557,0.10388147085905075,0.10170446336269379,0.10436809062957764,0.10037264972925186,0.09896400570869446,0.09527590125799179,0.09463560581207275,0.09846457093954086,0.4166577458381653
1980,MI,84698,88148,88528,88192,94205,91954,91258,90846,90505,87054,86123,83110,81851,76937,80589,76047,75344,74329,78662,57827,57927,58862,63489,54774,52360,49810,48201,47600,45895,46331,443771,1222436,525249,0.19085970520973206,0.19863398373126984,0.1994902789592743,0.1987331360578537,0.2122829109430313,0.07522193342447281,0.07465258240699768,0.07431554794311523,0.0740365982055664,0.07121354341506958,0.07045195251703262,0.06798719614744186,0.06695728749036789,0.06293744593858719,0.06592492014169693,0.062209390103816986,0.061634309589862823,0.06080400198698044,0.06434856355190277,0.047304727137088776,0.11028483510017395,0.11206494271755219,0.12087409943342209,0.1042819693684578,0.09968605637550354,0.09483121335506439,0.09176790714263916,0.09062368422746658,0.08737760782241821,0.0882076844573021,0.411016047000885
1981,MI,79132,83960,86563,86070,91507,91659,89049,88758,88581,88003,85596,83093,82237,77219,80617,77673,74161,73923,72588,78181,56062,57190,59016,60410,54675,51326,47943,47472,47196,45870,427232,1231338,527160,0.18522021174430847,0.1965208649635315,0.20261356234550476,0.2014596313238144,0.21418572962284088,0.07443853467702866,0.07231888920068741,0.07208256423473358,0.07193882018327713,0.07146941125392914,0.06951462477445602,0.0674818754196167,0.06678669899702072,0.0627114549279213,0.06547105312347412,0.06308016180992126,0.060227978974580765,0.06003469228744507,0.058950506150722504,0.06349272280931473,0.1063472181558609,0.10848698765039444,0.1119508296251297,0.1145951896905899,0.10371614247560501,0.09736322611570358,0.09094582498073578,0.09005235880613327,0.08952879905700684,0.08701343089342117,0.4156453609466553
1982,MI,75896,78260,82344,83802,88928,87799,88358,86130,86105,85842,86621,82562,81963,77391,80883,77668,75275,72471,71890,71757,75096,55035,57111,55822,60586,54013,49634,47430,47238,47326,409230,1212715,549291,0.18546049296855927,0.1912371963262558,0.201216921210289,0.204779714345932,0.21730567514896393,0.07239870727062225,0.07285965979099274,0.07102245837450027,0.07100184261798859,0.07078497111797333,0.07142733782529831,0.06808029860258102,0.06758636981248856,0.06381631642580032,0.06669580191373825,0.06404472887516022,0.06207146868109703,0.05975930020213127,0.05928020924329758,0.05917054042220116,0.1367144137620926,0.10019279271364212,0.10397221148014069,0.10162554681301117,0.11029855161905289,0.09833221137523651,0.0903601199388504,0.08634767681360245,0.08599813282489777,0.08615833520889282,0.42208540439605713
1983,MI,73179,75344,77132,79894,86805,84755,84810,85507,83657,83635,85318,84142,81781,77543,81642,78134,75430,73816,70764,71223,68817,73708,55045,53938,56558,60503,52309,49132,47187,47395,392354,1202157,564592,0.18651269376277924,0.192030668258667,0.19658777117729187,0.2036273330450058,0.2212415337562561,0.07050243765115738,0.07054819166660309,0.0711279809474945,0.06958907842636108,0.06957077980041504,0.07097076624631882,0.06999251991510391,0.06802855432033539,0.06450322270393372,0.06791292876005173,0.06499484181404114,0.06274554878473282,0.06140296161174774,0.05886419117450714,0.0592460036277771,0.12188801914453506,0.13055090606212616,0.0974951833486557,0.09553447365760803,0.10017499327659607,0.10716234147548676,0.09264920651912689,0.08702213317155838,0.08357716351747513,0.08394557237625122,0.4248688817024231
1984,MI,73965,73142,74904,75323,83299,82989,82853,82945,83921,82283,84437,83713,83938,77911,82664,79439,76639,74827,72947,70902,69230,68347,74797,52721,55990,57329,58916,52029,49068,47532,380633,1202408,585959,0.19432103633880615,0.19215884804725647,0.1967879831790924,0.19788877665996552,0.21884334087371826,0.06901900470256805,0.06890589743852615,0.06898240745067596,0.06979411095380783,0.06843184679746628,0.07022324949502945,0.06962112337350845,0.06980825215578079,0.06479580700397491,0.06874871253967285,0.06606659293174744,0.06373792886734009,0.06223095580935478,0.060667429119348526,0.05896667391061783,0.11814820021390915,0.11664126813411713,0.12764886021614075,0.08997387439012527,0.09555275738239288,0.0978379026055336,0.10054628551006317,0.08879290521144867,0.08373964577913284,0.08111830055713654,0.41673213243484497
1985,MI,75168,74375,73250,73536,78912,79807,81448,81206,81705,82939,83298,83080,83442,79965,83404,80563,78270,76498,74453,73536,69491,68955,69745,71775,55381,56757,55920,58680,51951,49428,375241,1203614,608083,0.20031926035881042,0.19820594787597656,0.195207878947258,0.1959700584411621,0.2102968543767929,0.06630614399909973,0.06766953319311142,0.06746847182512283,0.06788305938243866,0.06890830397605896,0.06920657306909561,0.0690254494547844,0.06932621449232101,0.06643741577863693,0.06929463893175125,0.0669342502951622,0.06502915173768997,0.06355692446231842,0.06185787171125412,0.06109599769115448,0.11427880823612213,0.11339735239744186,0.11469651013612747,0.11803487688302994,0.09107473492622375,0.09333758801221848,0.09196113049983978,0.0964999869465828,0.08543406426906586,0.08128495514392853,0.4062669277191162
1986,MI,76369,75829,74794,72169,77150,75941,78755,80104,80420,81249,83907,82328,82850,79649,85931,81520,79591,78466,76484,75324,72876,69441,70704,67148,76545,56049,55487,55779,58590,52338,376311,1202519,634957,0.2029411792755127,0.20150619745254517,0.19875581562519073,0.1917802095413208,0.2050165981054306,0.06315159797668457,0.0654916912317276,0.06661350280046463,0.06687628477811813,0.0675656720995903,0.0697760283946991,0.06846295297145844,0.06889703869819641,0.06623512506484985,0.07145915925502777,0.06779102981090546,0.06618689745664597,0.06525135785341263,0.06360315531492233,0.06263851374387741,0.11477312445640564,0.10936331003904343,0.11135242134332657,0.10575204342603683,0.1205514669418335,0.08827211707830429,0.08738701790571213,0.08784689009189606,0.09227396547794342,0.08242762833833694,0.3967968225479126
1987,MI,69799,76898,76277,73478,75344,74602,74938,77295,79246,79985,81495,82945,81891,78921,85724,84308,80689,80108,78755,77652,75114,72457,71047,67773,72217,76367,54676,55219,55536,58794,371796,1198554,659200,0.1877346783876419,0.20682847499847412,0.20515820384025574,0.1976298838853836,0.20264875888824463,0.06224333494901657,0.06252367794513702,0.06449021399021149,0.06611800193786621,0.06673458218574524,0.06799443066120148,0.06920422613620758,0.06832483410835266,0.06584684550762177,0.07152285426855087,0.07034143060445786,0.06732195615768433,0.06683720648288727,0.06570834666490555,0.06478807330131531,0.11394720524549484,0.1099165678024292,0.10777761042118073,0.10281098634004593,0.10955248773097992,0.11584799736738205,0.082942962646484375,0.08376668393611908,0.08424757421016693,0.08918992429971695,0.40027862787246704
1988,MI,65287,70180,77387,74628,76307,73098,72980,72847,75846,78273,78994,80239,81849,77416,84684,84048,83137,81100,80331,79844,77114,73924,73438,67354,72885,70766,74092,54107,54602,55299,363789,1184686,673581,0.1794639229774475,0.19291402399539948,0.2127249538898468,0.2051408886909485,0.20975621044635773,0.0617024265229702,0.061602819710969925,0.06149055436253548,0.06402202695608139,0.06607066839933395,0.06667926907539368,0.06773018091917038,0.06908919662237167,0.06534727662801743,0.07148223370313644,0.0709453821182251,0.07017640024423599,0.06845695525407791,0.06780783832073212,0.06739675998687744,0.11448363214731216,0.1097477525472641,0.1090262308716774,0.09999391436576843,0.10820525139570236,0.10505937784910202,0.10999716073274612,0.08032738417387009,0.08106226474046707,0.08209703117609024,0.414897084236145
1989,MI,62915,65764,70904,75537,77400,74228,71053,70349,71009,74591,76646,78034,79155,77463,83504,83377,82691,83447,81309,81378,79106,75548,74773,69438,72995,71289,69177,73704,53768,54556,352520,1168234,694354,0.1784721463918686,0.186553955078125,0.20113468170166016,0.2142772078514099,0.21956200897693634,0.06353864073753357,0.06082086265087128,0.060218244791030884,0.06078319996595383,0.06384936720132828,0.0656084343791008,0.06679654866456985,0.06775611639022827,0.06630777567625046,0.07147882878780365,0.07137011736631393,0.07078290730714798,0.07143004238605499,0.0695999264717102,0.06965898722410202,0.11392747610807419,0.10880328714847565,0.10768714547157288,0.10000374168157578,0.10512649267911911,0.10266952961683273,0.09962785243988037,0.10614758729934692,0.07743600755929947,0.07857087254524231,0.43383920192718506
1990,MI,63194,62846,66733,69705,78498,76847,72021,68490,68880,70611,73438,76102,77504,75537,83381,83173,81624,83124,83818,82604,81275,77609,76713,71235,74946,72558,69696,69153,73445,54009,340976,1157154,720639,0.18533268570899963,0.18431209027767181,0.19571171700954437,0.20442788302898407,0.23021560907363892,0.06641034781932831,0.06223976984620094,0.05918831750750542,0.05952535197138786,0.061021264642477036,0.06346432864665985,0.06576652824878693,0.06697811931371689,0.06527826189994812,0.07205696403980255,0.07187721133232117,0.07053858041763306,0.07183486223220825,0.07243461161851883,0.07138548791408539,0.11278185248374939,0.10769470036029816,0.1064513549208641,0.09884977340698242,0.10399936884641647,0.10068564116954803,0.09671416878700256,0.09596066921949387,0.10191649198532104,0.07494598627090454,0.4346435070037842
