year,stname,pop,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,pop30,pop31,pop32,pop33,pop34,pop35,pop36,pop37,pop38,pop39,pop40,pop41,pop42,pop43,pop44,pop1519,pop2024,pop2534,pop2034,pop3544,pop45plus,popwhitenh1519,popwhitenh2024,popwhitenh2534,popwhitenh2034,popwhitenh3544,popwhitenh45plus,popblacknh1519,popblacknh2024,popblacknh2534,popblacknh2034,popblacknh3544,popblacknh45plus,pophispanic1519,pophispanic2024,pophispanic2534,pophispanic2034,pophispanic3544,pophispanic45plus,popotherrace1519,popotherrace2024,popotherrace2534,popotherrace2034,popotherrace3544,popotherrace45plus,pctpop15,pctpop16,pctpop17,pctpop18,pctpop19,pctpop20,pctpop21,pctpop22,pctpop23,pctpop24,pctpop25,pctpop26,pctpop27,pctpop28,pctpop29,pctpop30,pctpop31,pctpop32,pctpop33,pctpop34,pctpop35,pctpop36,pctpop37,pctpop38,pctpop39,pctpop40,pctpop41,pctpop42,pctpop43,pctpop44,pctpop1819,pop2045plus,popwhite1544,popblack1544,pophispanic1544
1998,ID,273456,10931,10857,10687,11293,11368,9776,9076,8223,8319,7773,7673,7941,8223,7579,7462,7743,7791,7594,8046,8741,9330,9630,9762,9487,9786,9996,9842,9547,9463,9517,55136,43167,78793,121960,96360,0,48868,37497,68872,106369,88369,88369,211,277,325,602,242,0,4611,4087,7001,11088,5211,0,1446,1306,2595,3901,2538,0,0.19825522601604462,0.19691309332847595,0.19382980465888977,0.20482081174850464,0.20618107914924622,0.08015742897987366,0.074417844414711,0.0674237459897995,0.0682108923792839,0.0637340098619461,0.06291407346725464,0.06511151045560837,0.0674237459897995,0.06214332580566406,0.06118399649858475,0.06348802894353867,0.06388159841299057,0.06226631626486778,0.06597244739532471,0.07167103886604309,0.09682440757751465,0.09993773698806763,0.10130759328603745,0.09845371544361115,0.10155666619539261,0.10373599082231522,0.10213781893253326,0.09907638281583786,0.09820464998483658,0.0987650454044342,0.41100189089775085,218320,243606,1055,20910
1999,ID,275794,10632,10827,10815,11136,11673,10036,9026,8725,8380,8206,7794,7796,8102,8319,8044,8106,7985,7804,7852,8426,9125,9279,9811,9455,9830,9928,9746,9911,9538,9487,55083,44373,80228,124601,96110,0,48631,38598,69834,108432,87662,87662,237,273,327,600,262,0,4769,4210,7406,11616,5551,0,1446,1292,2661,3953,2635,0,0.19301781058311462,0.1965579241514206,0.19634006917476654,0.20216764509677887,0.21191656589508057,0.0805450975894928,0.07243922352790833,0.07002351433038712,0.0672546774148941,0.06585822254419327,0.06255166232585907,0.06256771832704544,0.06502355635166168,0.06676511466503143,0.06455806642770767,0.06505566090345383,0.06408455967903137,0.06263191998004913,0.06301715224981308,0.06762385368347168,0.09494329243898392,0.09654562175273895,0.10208094865083694,0.09837686270475388,0.10227864235639572,0.10329830646514893,0.10140463709831238,0.10312142223119736,0.09924045205116272,0.09870981425046921,0.41408419609069824,220711,244725,1099,21936
2000,ID,278656,10739,10583,10799,11280,11632,10483,9286,8793,8832,8104,8118,7930,7864,8198,8682,8652,8446,7898,8056,8236,8731,9153,9573,9557,9883,9891,9813,9882,9935,9627,55033,45498,82080,127578,96045,0,48281,39424,70988,110412,87004,87004,263,284,364,648,305,0,4979,4459,7914,12373,6031,0,1510,1331,2814,4145,2705,0,0.19513745605945587,0.19230279326438904,0.19622771441936493,0.2049679309129715,0.21136409044265747,0.08216933906078339,0.072786845266819,0.06892254203557968,0.06922823935747147,0.06352192163467407,0.06363166123628616,0.06215805187821388,0.061640720814466476,0.06425872445106506,0.06805248558521271,0.0678173378109932,0.06620264053344727,0.06190722435712814,0.06314568221569061,0.06455658376216888,0.09090530127286911,0.09529908001422882,0.09967202693223953,0.09950543940067291,0.10289968550205231,0.10298297554254532,0.10217085480690002,0.10288926959037781,0.10344109684228897,0.1002342626452446,0.4163320064544678,223623,245697,1216,23383
2001,ID,280240,10410,10852,10655,11479,11540,10464,9813,9493,8708,8979,8023,8101,7989,7971,8215,8757,8679,8487,7950,8193,8391,8830,9266,9681,9613,9948,9988,9838,9963,9964,54936,47457,82365,129822,95482,0,47823,40996,70794,111790,85935,85935,308,300,385,685,352,0,5250,4779,8324,13103,6448,0,1555,1382,2862,4244,2747,0,0.18949322402477264,0.19753895699977875,0.19395296275615692,0.20895223319530487,0.21006262302398682,0.08060266822576523,0.07558811455965042,0.07312320172786713,0.06707645952701569,0.06916393339633942,0.06180000305175781,0.06240082532167435,0.06153810769319534,0.06139945611357689,0.06327895075082779,0.06745389848947525,0.06685307621955872,0.06537412852048874,0.06123769283294678,0.06310948729515076,0.087880440056324,0.09247816354036331,0.09704446792602539,0.10139083862304688,0.10067865997552872,0.10418717563152313,0.10460610687732697,0.10303512960672379,0.10434427112340927,0.10435474663972855,0.4190148711204529,225304,245548,1345,24801
2002,ID,281702,10415,10468,10885,11165,11732,10558,9766,10090,9484,8772,8912,8038,8152,8201,8094,8213,8858,8866,8519,8117,8285,8490,8882,9333,9698,9672,10036,10056,9929,10016,54665,48670,83970,132640,94397,0,47379,41914,71774,113688,84513,84513,330,322,411,733,357,0,5407,5009,8869,13878,6747,0,1549,1425,2916,4341,2780,0,0.19052410125732422,0.19149364531040192,0.19912192225456238,0.20424403250217438,0.2146162986755371,0.07959891110658646,0.07362786680459976,0.07607056945562363,0.07150180637836456,0.06613389402627945,0.06718938797712326,0.060600120574235916,0.06145958974957466,0.061829011887311935,0.0610223151743412,0.06191948056221008,0.06678226590156555,0.06684257835149765,0.06422647833824158,0.06119571626186371,0.08776762336492538,0.08993929624557495,0.0940919741988182,0.09886966645717621,0.10273631662130356,0.10246088355779648,0.106316938996315,0.10652881115674973,0.1051834300160408,0.10610506683588028,0.4188603162765503,227037,245580,1420,26032
2003,ID,283578,10402,10476,10496,11398,11371,10933,10064,9944,10109,9594,8689,8988,8049,8257,8285,8117,8290,9085,8968,8763,8228,8385,8586,9022,9411,9784,9748,10101,10137,9898,54143,50644,85491,136135,93300,0,46733,43410,72714,116124,82995,82995,331,368,454,822,370,0,5538,5365,9297,14662,7105,0,1541,1501,3026,4527,2830,0,0.19212086498737335,0.19348761439323425,0.19385701417922974,0.21051660180091858,0.21001791954040527,0.08030998706817627,0.07392662018537521,0.07304514199495316,0.07425717264413834,0.07047416269779205,0.06382635235786438,0.06602270156145096,0.059125132858753204,0.06065302714705467,0.06085870787501335,0.05962463840842247,0.06089543551206589,0.06673522293567657,0.06587578356266022,0.06436992436647415,0.08818864077329636,0.08987138420343399,0.09202572703361511,0.0966988205909729,0.10086816549301147,0.10486602038145065,0.10448016971349716,0.10826366394758224,0.10864951461553574,0.10608788579702377,0.42053452134132385,229435,245852,1523,27305
2004,ID,286887,10856,10487,10602,11078,11608,10659,10462,10257,9902,10148,9584,8732,9012,8209,8452,8350,8302,8554,9145,9135,8888,8298,8511,8770,9100,9568,9915,9889,10217,10197,54631,51428,87475,138903,93353,0,46917,43816,74073,117889,82511,82511,350,434,496,930,394,0,5810,5572,9781,15353,7541,0,1554,1606,3125,4731,2907,0,0.19871501624584198,0.19196060299873352,0.1940656453371048,0.2027786374092102,0.2124800980091095,0.07673700153827667,0.07531874626874924,0.07384289801120758,0.07128715515136719,0.07305818051099777,0.06899779289960861,0.06286401301622391,0.06487980484962463,0.05909879505634308,0.06084821745753288,0.06011389195919037,0.059768326580524445,0.0615825429558754,0.0658373087644577,0.06576532125473022,0.09520851075649261,0.08888841420412064,0.09117007255554199,0.0939444899559021,0.09747946262359619,0.10249269008636475,0.10620976239442825,0.10593125224113464,0.10944479703903198,0.10923055559396744,0.4152587354183197,232256,247317,1674,28704
2005,ID,292111,11217,11054,10638,11135,11342,10964,10296,10568,10410,9874,10137,9805,8791,9248,8504,8587,8640,8742,8686,9457,9393,9008,8463,8727,8896,9268,9745,10118,10101,10297,55386,52112,90597,142709,94016,0,47168,44189,76426,120615,82493,82493,397,452,562,1014,387,0,6239,5829,10383,16212,8131,0,1582,1642,3226,4868,3005,0,0.2025241106748581,0.199581116437912,0.19207020103931427,0.20104359090328217,0.20478099584579468,0.07682766765356064,0.07214681804180145,0.07405279576778412,0.07294564694166183,0.06918974965810776,0.07103265821933746,0.06870625168085098,0.061600878834724426,0.06480319797992706,0.059589795768260956,0.060171399265527725,0.06054278463125229,0.06125752255320549,0.060865115374326706,0.0662677213549614,0.09990852326154709,0.09581347554922104,0.09001659601926804,0.09282462298870087,0.09462219476699829,0.09857896715402603,0.10365256667137146,0.10761997848749161,0.10743916034698486,0.10952390730381012,0.40582460165023804,236725,250276,1798,30582
2006,ID,297116,11034,11383,11180,11154,11372,10770,10620,10333,10604,10468,9898,10307,9971,8960,9602,8601,8833,9066,8881,9047,9678,9580,9310,8737,8825,9113,9455,9929,10261,10144,56123,52795,93166,145961,95032,0,47374,44486,78145,122631,82681,82681,430,453,553,1006,436,0,6721,6212,11076,17288,8823,0,1598,1644,3392,5036,3092,0,0.1966038942337036,0.20282237231731415,0.19920532405376434,0.19874204695224762,0.20262637734413147,0.07378683239221573,0.07275915890932083,0.07079288363456726,0.07264954596757889,0.07171779125928879,0.06781263649463654,0.070614755153656,0.06831277161836624,0.06138626113533974,0.06578469276428223,0.058926697820425034,0.06051616370677948,0.0621124804019928,0.0608450211584568,0.06198231130838394,0.10183937847614288,0.10080815106630325,0.0979669988155365,0.09193745255470276,0.09286345541477203,0.09589401632547379,0.09949280321598053,0.10448059439659119,0.10797415673732758,0.1067429929971695,0.4013684391975403,240993,252686,1872,32832
2007,ID,301581,11048,11179,11463,11515,11416,10905,10460,10696,10353,10587,10583,10084,10387,10165,9238,9644,8802,9393,9114,9167,9172,9900,9722,9542,8823,8959,9304,9576,10113,10271,56621,53001,96577,149578,95382,0,47345,44364,80592,124956,82210,82210,487,415,680,1095,421,0,7172,6495,11769,18264,9500,0,1617,1727,3536,5263,3251,0,0.19512194395065308,0.19743558764457703,0.20245139300823212,0.20336978137493134,0.20162130892276764,0.07290510833263397,0.0699300691485405,0.07150784134864807,0.06921472400426865,0.07077912241220474,0.07075238227844238,0.06741633266210556,0.0694420337677002,0.06795785576105118,0.061760418117046356,0.06447472423315048,0.058845553547143936,0.06279666721820831,0.06093142181634903,0.061285749077796936,0.09616070240736008,0.10379316657781601,0.10192698985338211,0.10003983974456787,0.09250172972679138,0.09392757713794708,0.0975446105003357,0.1003962978720665,0.106026291847229,0.10768279433250427,0.404991090297699,244960,254511,2003,34936
2008,ID,304773,11131,11159,11302,11772,11668,11064,10675,10393,10731,10213,10647,10738,10147,10498,10462,9110,9896,9356,9334,9338,9277,9265,9989,9932,9520,8941,9079,9397,9697,10042,57032,53076,99526,152602,95139,0,47078,44103,82922,127025,81322,81322,537,462,626,1088,474,0,7744,6657,12490,19147,10052,0,1673,1854,3488,5342,3291,0,0.19517113268375397,0.19566208124160767,0.19816945493221283,0.20641043782234192,0.20458689332008362,0.07250232994556427,0.06995321065187454,0.06810526549816132,0.07032018154859543,0.06692572683095932,0.0697697252035141,0.07036604732275009,0.06649322807788849,0.06879333406686783,0.06855742633342743,0.05969777703285217,0.06484843045473099,0.0613098107278347,0.061165645718574524,0.0611918568611145,0.0975099578499794,0.09738382697105408,0.10499374568462372,0.10439462214708328,0.10006411373615265,0.09397828578948975,0.09542879462242126,0.09877127408981323,0.10192455351352692,0.10555082559585571,0.41099733114242554,247741,255425,2099,36943
2009,ID,305968,11035,11155,11187,11547,11899,11423,10729,10431,10373,10409,10172,10602,10645,10122,10813,10314,9273,10392,9220,9601,9429,9195,9306,10191,9802,9552,8993,9088,9479,9591,56823,53365,101154,154519,94626,0,46370,44213,84051,128264,80233,80233,604,465,754,1219,464,0,8117,6899,12753,19652,10542,0,1732,1788,3596,5384,3387,0,0.19419953227043152,0.196311354637146,0.1968744993209839,0.20320996642112732,0.20940464735031128,0.07392618060112,0.06943482905626297,0.06750626116991043,0.06713090091943741,0.06736388057470322,0.06583008915185928,0.06861291825771332,0.06889120489358902,0.06550651043653488,0.06997844576835632,0.06674907356500626,0.06001203879714012,0.06725386530160904,0.05966903641819954,0.0621347539126873,0.09964491426944733,0.09717202186584473,0.0983450636267662,0.10769767314195633,0.10358675569295883,0.10094477236270905,0.0950373038649559,0.0960412546992302,0.10017331689596176,0.10135692358016968,0.4126146137714386,249145,254867,2287,38311
2010,ID,306516,11101,11125,11198,11210,11605,11552,10969,10618,10325,10162,10261,10132,10451,10516,10472,10570,10212,10004,10010,9503,9597,9248,9182,9514,10023,9979,9501,9077,9150,9249,56239,53626,102131,155757,94520,0,45334,44142,84653,128795,79842,79842,673,505,680,1185,499,0,8499,7165,13221,20386,10789,0,1733,1814,3577,5391,3390,0,0.19738970696926117,0.19781646132469177,0.19911448657512665,0.19932787120342255,0.20635145902633667,0.07416681200265884,0.07042380422353745,0.06817029416561127,0.06628915667533875,0.06524265557527542,0.0658782571554184,0.06505004316568375,0.06709811091423035,0.06751542538404465,0.06723293662071228,0.0678621158003807,0.06556366384029388,0.06422825157642365,0.06426677107810974,0.06101170554757118,0.10153406858444214,0.09784172475337982,0.09714346379041672,0.1006559431552887,0.10604105144739151,0.10557553917169571,0.10051840543746948,0.09603258222341537,0.0968049094080925,0.09785230457782745,0.4056793451309204,250277,253971,2357,39674
2011,ID,308217,11260,11164,11166,10915,11273,11105,11210,11330,10696,10233,10088,10344,10145,10465,10569,10418,10549,10348,9971,10037,9551,9601,9282,9219,9548,10002,9984,9508,9082,9154,55778,54574,102934,157508,94931,0,44431,44730,84967,129697,79914,79914,741,568,743,1311,509,0,8829,7443,13483,20926,11032,0,1777,1833,3741,5574,3476,0,0.20187170803546906,0.20015059411525726,0.20018644630908966,0.195686474442482,0.20210477709770203,0.07050435245037079,0.07117098569869995,0.071932852268219,0.0679076611995697,0.06496813148260117,0.06404753774404526,0.0656728520989418,0.06440942734479904,0.06644106656312943,0.06710135191679001,0.06614267081022263,0.06697437912225723,0.06569825112819672,0.06330472230911255,0.06372375041246414,0.1006099134683609,0.10113661736249924,0.09777627885341644,0.09711264073848724,0.10057831555604935,0.1053607389330864,0.10517112165689468,0.10015695542097092,0.09566948562860489,0.09642793238162994,0.3977912664413452,252439,254042,2561,40787
2012,ID,309369,11205,11256,11127,10873,10964,10699,10743,11566,11374,10651,10188,10144,10319,10136,10454,10525,10445,10525,10324,10017,10073,9543,9633,9271,9165,9547,10003,9995,9503,9101,55425,55033,103077,158110,95834,0,43988,44827,84811,129638,80424,80424,767,600,760,1360,538,0,8928,7772,13644,21416,11357,0,1742,1834,3862,5696,3515,0,0.20216508209705353,0.20308524370193481,0.20075778663158417,0.1961750090122223,0.197816863656044,0.06766808032989502,0.06794636696577072,0.0731516033411026,0.07193725556135178,0.06736449152231216,0.06443615257740021,0.0641578659415245,0.06526468694210052,0.0641072690486908,0.066118523478508,0.06656757742166519,0.0660616010427475,0.06656757742166519,0.06529631465673447,0.06335462629795074,0.1051088348031044,0.09957844018936157,0.10051756352186203,0.09674019366502762,0.09563411772251129,0.09962017834186554,0.10437840223312378,0.10429492592811584,0.0991610512137413,0.09496629238128662,0.3939918875694275,253944,254050,2665,41701
2013,ID,311420,11319,11210,11382,10795,10844,10402,10442,11126,11675,11253,10518,10113,10141,10300,10177,10528,10590,10607,10629,10345,10106,10097,9582,9650,9335,9210,9562,9948,9995,9539,55550,54898,103948,158846,97024,0,43841,44203,85302,129505,81228,81228,809,638,836,1474,549,0,9138,8167,13965,22132,11652,0,1762,1890,3845,5735,3595,0,0.20376238226890564,0.2018001824617386,0.2048964947462082,0.1943294256925583,0.1952115148305893,0.06548480689525604,0.06573662906885147,0.070042684674263,0.07349886000156403,0.0708421990275383,0.06621507555246353,0.06366543471813202,0.06384170800447464,0.06484267860651016,0.06406833976507187,0.06627803295850754,0.06666834652423859,0.0667753666639328,0.06691386550664902,0.065125972032547,0.10415979474782944,0.10406703501939774,0.09875907003879547,0.0994599238038063,0.09621331095695496,0.09492496401071548,0.09855293482542038,0.10253132879734039,0.10301575064659119,0.09831587970256805,0.3895409405231476,255870,254574,2832,42922
2014,ID,314320,11664,11403,11345,10996,10851,10367,10155,10815,11307,11590,11096,10526,10078,10204,10438,10311,10568,10692,10689,10727,10513,10199,10143,9646,9714,9457,9236,9573,9993,10024,56259,54234,105329,159563,98498,0,44221,43243,86193,129436,82264,82264,824,643,900,1543,579,0,9356,8494,14222,22716,11995,0,1858,1854,4014,5868,3660,0,0.20732682943344116,0.2026875764131546,0.20165662467479706,0.19545316696166992,0.19287580251693726,0.0649712011218071,0.06364257633686066,0.06777887046337128,0.0708622932434082,0.07263588905334473,0.06953993439674377,0.06596767157316208,0.0631600022315979,0.06394965946674347,0.06541616469621658,0.064620241522789,0.0662308931350708,0.06700801849365234,0.06698921322822571,0.06722736358642578,0.10673312842845917,0.10354524850845337,0.1029767096042633,0.0979309231042862,0.09862129390239716,0.09601210057735443,0.0937684029340744,0.09718979150056839,0.10145383328199387,0.10176856070756912,0.3883289694786072,258061,255921,2946,44067
2015,ID,317219,12167,11827,11516,10872,10886,10291,10199,10497,10952,11250,11571,11007,10458,10256,10284,10601,10396,10659,10766,10854,10924,10649,10270,10169,9678,9817,9513,9252,9585,10053,57268,53189,106852,160041,99910,0,44716,42037,86918,128955,83242,83242,839,675,991,1666,649,0,9640,8579,14675,23254,12302,0,2073,1898,4268,6166,3717,0,0.21245722472667694,0.206520214676857,0.20108962059020996,0.18984423577785492,0.19008870422840118,0.06430227309465408,0.06372742354869843,0.06558944284915924,0.06843246519565582,0.07029448449611664,0.07230022549629211,0.06877612322568893,0.06534575670957565,0.06408357620239258,0.06425853073596954,0.06623927503824234,0.064958356320858,0.06660168617963791,0.06727026402950287,0.06782012432813644,0.10933840274810791,0.10658592730760574,0.10279251635074615,0.10178160667419434,0.09686718136072159,0.09825843572616577,0.09521569311618805,0.09260334074497223,0.09593634307384491,0.1006205603480339,0.3799329400062561,259951,256913,3154,45196
