statefip,avg_grossrent,cost_burd,moderate_cb,severe_cb,avg_grossrent_hisp,year
9,1098.0107421875,0.4486945569515228,0.21860139071941376,0.23009318113327026,987.9111328125,2004
10,947.78570556640625,0.4127087891101837,0.21479448676109314,0.19791430234909058,950.1527099609375,2004
11,1216.5792236328125,0.4415331184864044,0.21940505504608154,0.22212806344032288,1266.38671875,2004
12,1033.2152099609375,0.5111839175224304,0.2579193413257599,0.25326457619667053,1029.0626220703125,2004
13,846.54010009765625,0.44261521100997925,0.22033293545246124,0.2222822904586792,904.0120849609375,2004
15,1262.920166015625,0.4534655213356018,0.22541721165180206,0.22804832458496094,1279.8345947265625,2004
16,686.32818603515625,0.4108208119869232,0.22110645473003387,0.18971435725688934,625.74566650390625,2004
17,935.73419189453125,0.4343814253807068,0.20828430354595184,0.22609712183475494,956.79345703125,2004
18,734.15771484375,0.4105690121650696,0.2003207802772522,0.21024823188781738,740.90203857421875,2004
19,689.36993408203125,0.4026355743408203,0.19723336398601532,0.2054022252559662,680.2349853515625,2004
20,722.693359375,0.3952665627002716,0.2010948359966278,0.1941717118024826,703.4896240234375,2004
21,605.20562744140625,0.39869412779808044,0.19731201231479645,0.2013821005821228,646.2784423828125,2004
22,696.10284423828125,0.4335285723209381,0.21285168826580048,0.22067686915397644,803.2305908203125,2004
23,749.8328857421875,0.4166725277900696,0.21887324750423431,0.19779928028583527,907.80963134765625,2004
24,1126.744873046875,0.4341455399990082,0.23038950562477112,0.20375601947307587,1275.3358154296875,2004
25,1142.5772705078125,0.4436804950237274,0.22597602009773254,0.21770448982715607,943.30560302734375,2004
26,808.67498779296875,0.4518184959888458,0.21032659709453583,0.24149189889431,766.21270751953125,2004
27,870.57757568359375,0.42516395449638367,0.21892699599266052,0.20623697340488434,875.7646484375,2004
28,619.15203857421875,0.4284486770629883,0.19561880826950073,0.23282985389232635,664.37200927734375,2004
29,716.765380859375,0.4121001958847046,0.20299409329891205,0.20910611748695374,750.4716796875,2004
30,666.5904541015625,0.39930766820907593,0.19768330454826355,0.20162436366081238,566.56463623046875,2004
31,717.07244873046875,0.38092657923698425,0.20481213927268982,0.17611443996429443,699.556640625,2004
32,1033.6937255859375,0.45330652594566345,0.24479985237121582,0.20850665867328644,982.8726806640625,2004
33,1026.419677734375,0.4201405644416809,0.23088379204273224,0.18925677239894867,1027.24365234375,2004
34,1202.703857421875,0.4499477446079254,0.2176540344953537,0.23229369521141052,1138.3072509765625,2004
35,713.678955078125,0.4246109426021576,0.20971238613128662,0.21489855647087097,642.8076171875,2004
36,1168.7174072265625,0.4610978364944458,0.212506502866745,0.248591348528862,1053.669921875,2004
37,743.18560791015625,0.4214213192462921,0.20912478864192963,0.2122965306043625,754.2203369140625,2004
38,614.544677734375,0.3625054955482483,0.18616501986980438,0.1763404905796051,529.4346923828125,2004
39,748.7274169921875,0.4207565188407898,0.20266315340995789,0.2180933654308319,754.5299072265625,2004
40,653.779541015625,0.40550723671913147,0.19320538640022278,0.2123018354177475,633.75421142578125,2004
41,867.31939697265625,0.4681534171104431,0.22643788158893585,0.24171552062034607,798.5638427734375,2004
42,830.64544677734375,0.4153657853603363,0.20063398778438568,0.21473179757595062,809.89080810546875,2004
44,936.38153076171875,0.428193062543869,0.20925050973892212,0.2189425677061081,865.53289794921875,2004
45,714.01837158203125,0.41029053926467896,0.20665505528450012,0.20363546907901764,771.213623046875,2004
46,630.82470703125,0.38641276955604553,0.20359531044960022,0.18281744420528412,613.31610107421875,2004
47,692.6815185546875,0.40638425946235657,0.20431019365787506,0.2020740658044815,739.3658447265625,2004
48,847.29815673828125,0.43416285514831543,0.22236299514770508,0.21179986000061035,757.5458984375,2004
49,802.062744140625,0.40113943815231323,0.21081218123435974,0.1903272569179535,818.2589111328125,2004
50,867.43438720703125,0.4653059244155884,0.2472943663597107,0.21801157295703888,715.4666748046875,2004
51,1035.32568359375,0.4145025610923767,0.2212316244840622,0.19327092170715332,1212.1259765625,2004
53,953.53173828125,0.44127386808395386,0.22355437278747559,0.21771951019763947,864.6619873046875,2004
54,529.32745361328125,0.3838581144809723,0.18988987803459167,0.19396823644638062,604.04083251953125,2004
55,793.85357666015625,0.41522952914237976,0.21025410294532776,0.2049754410982132,794.13519287109375,2004
56,665.97222900390625,0.3118421137332916,0.15501049160957336,0.15683162212371826,683.86328125,2004
