year,parental,delay,sexed,sexedcont,stname,unemp,contmand,aca_mcaid_exp,logben3,tadexpmil,logrstateminwage,sexed1mis,sexed2mis,pctwhitenh,pcthisp,pcthsdrop,pcthsgrad,pctsomecol,pctmarried
2002,1,0,1,0,IA,3.9000000953674316,1,0,6.230520248413086,47.74632263183594,1.8150779008865356,0,0,92.86597442626953,3.496380090713501,15.292247772216797,35.228675842285156,27.91806411743164,61.09836196899414
2003,1,0,1,0,IA,4.400000095367432,1,0,6.207985877990723,51.434608459472656,1.7925432920455933,0,0,91.91007232666016,3.805983304977417,15.577978134155273,34.006019592285156,28.164278030395508,59.58576583862305
2004,1,0,1,0,IA,4.599999904632568,1,0,6.181704044342041,52.73471450805664,1.7662612199783325,0,0,92.55262756347656,3.254909038543701,13.992570877075195,34.74261474609375,28.95807647705078,58.765254974365234
2005,1,0,1,0,IA,4.300000190734863,1,0,6.1483845710754395,52.45417022705078,1.7329421043395996,0,0,92.14249420166016,3.3748080730438232,13.618544578552246,34.19123840332031,30.50963020324707,58.59894561767578
2006,1,0,1,0,IA,3.700000047683716,1,0,6.116636276245117,54.02457809448242,1.7011934518814087,0,0,91.318328857421875,3.7231340408325195,13.369436264038086,33.96513748168945,30.800474166870117,58.38551330566406
2007,1,0,1,0,IA,3.799999952316284,1,0,6.088551998138428,56.58457565307617,1.6731094121932983,0,0,90.0862045288086,4.078249454498291,13.909151077270508,33.48806381225586,30.07294273376465,58.355438232421875
2008,1,0,1,0,IA,4.300000190734863,1,0,6.050875186920166,65.49110412597656,1.9774373769760132,0,0,90.109893798828125,4.245754241943359,13.253413200378418,32.234432220458984,30.552780151367188,58.40825653076172
2009,1,0,1,0,IA,5.599999904632568,1,0,6.054439544677734,61.35761642456055,1.9810014963150024,0,0,90.24470520019531,4.183200836181641,13.392857551574707,32.53968048095703,30.671295166015625,57.556217193603516
2010,1,0,1,0,IA,6,1,0,6.038169860839844,55.97355651855469,1.9647318124771118,0,0,89.569732666015625,4.4868574142456055,12.874602317810059,32.84781265258789,31.0396785736084,56.37033462524414
2011,1,0,1,0,IA,5.5,1,0,6.007092475891113,53.675086975097656,1.9336544275283813,0,0,89.95319366455078,4.647275447845459,13.1728515625,32.430625915527344,31.394182205200195,57.288536071777344
2012,1,0,1,0,IA,5,1,0,5.986608982086182,55.7596549987793,1.9131712913513184,0,0,89.38734436035156,4.502845764160156,12.772011756896973,32.05557632446289,30.78339385986328,55.44023895263672
2013,1,0,1,0,IA,4.699999809265137,1,0,5.972067832946777,55.52778244018555,1.8986297845840454,0,0,88.71674346923828,4.833277225494385,11.855843544006348,31.391040802001953,30.85213851928711,54.59750747680664
2014,1,0,1,0,IA,4.199999809265137,1,1,5.9559760093688965,58.22317886352539,1.8825381994247437,0,0,89.74840545654297,4.074352264404297,10.927525520324707,32.144195556640625,31.731128692626953,55.651519775390625
2015,1,0,1,0,IA,3.799999952316284,1,1,5.954789638519287,56.7327995300293,1.8813518285751343,0,0,89.61439514160156,3.341902256011963,9.794344902038574,30.488433837890625,33.05912780761719,56.2210807800293
2016,1,0,1,0,IA,3.5999999046325684,1,1,5.942253589630127,56.638702392578125,1.868815541267395,0,0,89.2509994506836,4.545454502105713,9.519725799560547,30.760435104370117,32.41852569580078,56.80388641357422
2017,1,0,1,0,IA,3.0999999046325684,1,1,5.921173572540283,59.01240158081055,1.84773588180542,0,0,88.86640167236328,4.713707447052002,10.179293632507324,29.901676177978516,31.463274002075195,55.725852966308594
2018,1,0,1,0,IA,2.5999999046325684,1,1,5.897042274475098,54.75568389892578,1.8236044645309448,0,0,87.16355895996094,5.412599563598633,9.997041702270508,29.636201858520508,30.61224365234375,54.18515396118164
2019,1,0,1,0,IA,2.700000047683716,1,1,5.879085063934326,54.07126235961914,1.8056470155715942,0,0,87.33842468261719,5.7285542488098145,9.048178672790527,29.847238540649414,32.49118423461914,55.08226013183594
2001,1,1,0,0,ID,4.900000095367432,0,0,5.8719401359558105,21.605663299560547,2.0082197189331055,0,0,91.4503402709961,5.620385646820068,18.051918029785156,32.24577331542969,31.483688354492188,61.776615142822266
2002,1,1,0,0,ID,5.400000095367432,0,0,5.856253623962402,19.94395637512207,1.8150779008865356,0,0,90.380523681640625,7.185062885284424,17.72630500793457,32.450958251953125,31.481918334960938,60.43488693237305
2003,1,1,0,0,ID,5.199999809265137,0,0,5.886887550354004,19.868112564086914,1.7925432920455933,0,0,89.02943420410156,7.078569412231445,16.127464294433594,32.2306022644043,32.74142837524414,61.055702209472656
2004,1,1,0,0,ID,4.599999904632568,0,0,5.860605716705322,20.414880752563477,1.7662612199783325,0,0,88.20446014404297,6.8152031898498535,16.408912658691406,32.42463684082031,30.956750869750977,61.62516403198242
2005,1,1,0,0,ID,3.700000047683716,0,0,5.827286720275879,22.56684684753418,1.7329421043395996,0,0,88.06451416015625,7.661290168762207,16.182796478271484,30.9946231842041,32.17741775512695,60.8602180480957
2006,1,1,0,0,ID,3,0,0,5.795537948608398,24.83202362060547,1.7011934518814087,0,0,88.42930603027344,7.488510608673096,15.139226913452148,30.65693473815918,32.57637023925781,61.80048370361328
2007,1,1,0,0,ID,2.9000000953674316,0,0,5.767454147338867,25.99795150756836,1.6731094121932983,0,0,87.9757308959961,8.135686874389648,15.47159481048584,29.72972869873047,31.632652282714844,62.90678405761719
2008,1,1,0,0,ID,4.699999809265137,0,0,5.7297773361206055,25.57366371154785,1.7628775835037231,0,0,87.73772430419922,8.458700180053711,14.760147094726562,31.847858428955078,30.258304595947266,63.49702072143555
2009,1,1,0,0,ID,7.699999809265137,0,0,5.733341217041016,31.3244571685791,1.879465103149414,0,0,87.7486343383789,8.359757423400879,14.471029281616211,30.786970138549805,32.372440338134766,62.43873977661133
2010,1,1,0,0,ID,9,0,0,5.717071533203125,25.92259979248047,1.9647318124771118,0,0,87.81414031982422,8.007013320922852,13.76388168334961,30.362361907958984,33.66452407836914,61.98129653930664
2011,1,1,0,0,ID,8.300000190734863,0,0,5.6859941482543945,22.704063415527344,1.9336544275283813,0,0,86.4440689086914,9.931507110595703,13.955479621887207,29.737443923950195,32.67694091796875,62.44292068481445
2012,1,1,0,0,ID,7.199999809265137,0,0,5.665511131286621,22.82515525817871,1.9131712913513184,0,0,86.23271942138672,10.339861869812012,14.602534294128418,27.707374572753906,33.41014099121094,61.49193572998047
2013,1,1,0,0,ID,6.099999904632568,0,0,5.650969505310059,22.393178939819336,1.8986297845840454,0,0,86.0797119140625,10.023796081542969,14.425936698913574,27.2159423828125,33.37299346923828,61.15407180786133
2014,1,1,0,0,ID,4.800000190734863,0,0,5.634878158569336,23.772197723388672,1.8825381994247437,0,0,87.0340347290039,8.88708782196045,14.397623062133789,28.498109817504883,32.252838134765625,59.211238861083984
2015,1,1,0,0,ID,4.099999904632568,0,0,5.633691787719727,23.265607833862305,1.8813518285751343,0,0,85.98711395263672,10.03221321105957,13.920846939086914,26.46111488342285,34.14634323120117,58.651634216308594
2016,1,1,0,0,ID,3.799999952316284,0,0,5.621155261993408,26.106229782104492,1.868815541267395,0,0,86.73072814941406,9.91617202758789,12.042527198791504,28.031078338623047,34.75771713256836,60.049068450927734
2017,1,1,0,0,ID,3.200000047683716,0,0,5.600075721740723,29.64377212524414,1.84773588180542,0,0,86.40132141113281,9.722222328186035,11.961029052734375,26.803483963012695,34.680763244628906,60.92454528808594
2018,1,1,0,0,ID,2.9000000953674316,0,0,5.575944423675537,30.76569175720215,1.8236044645309448,0,0,84.77357482910156,10.822601318359375,13.02451229095459,28.188615798950195,32.654754638671875,59.49314880371094
2019,1,1,0,0,ID,2.9000000953674316,0,0,5.557986736297607,27.490102767944336,1.8056470155715942,0,0,84.68449401855469,11.073966026306152,11.220226287841797,29.043041229248047,32.57417678833008,60.46803283691406
2001,1,0,1,0,IL,5.400000095367432,0,0,6.1240129470825195,180.0224609375,1.8307644128799438,0,0,72.03130340576172,9.790745735168457,18.6032657623291,30.03572654724121,26.769309997558594,53.88737869262695
2002,1,0,1,0,IL,6.5,0,0,6.108326435089111,175.62802124023438,1.8150779008865356,0,0,71.77898406982422,9.983647346496582,18.168516159057617,30.777175903320312,25.346416473388672,54.44530487060547
2003,1,0,1,0,IL,6.699999809265137,0,0,6.134960651397705,191.74147033691406,1.7925432920455933,0,0,71.375335693359375,10.936821937561035,17.653175354003906,30.427248001098633,25.322818756103516,54.25080108642578
2004,1,0,1,1,IL,6.199999809265137,1,0,6.108678817749023,172.7265625,1.83201265335083,0,0,71.43624114990234,11.48098373413086,17.09172248840332,30.935123443603516,26.067113876342773,54.255035400390625
2005,1,0,1,1,IL,5.800000190734863,1,0,6.067754745483398,165.41302490234375,1.965747594833374,0,0,72.29066467285156,10.23099136352539,16.24639129638672,29.64388656616211,27.054859161376953,55.28392791748047
2006,1,0,0,0,IL,4.599999904632568,1,0,6.0436110496521,175.10568237304688,1.9339988231658936,0,0,71.8939208984375,10.388389587402344,16.224681854248047,29.181455612182617,26.466901779174805,54.374610900878906
2007,1,0,0,0,IL,5.099999904632568,1,0,6.01552677154541,175.7200927734375,2.049015760421753,0,0,70.4996337890625,11.582009315490723,15.414978981018066,30.102834701538086,26.758075714111328,53.11104202270508
2008,1,0,0,0,IL,6.400000095367432,1,0,5.977849960327148,187.57347106933594,2.044128656387329,0,0,69.71671295166016,12.04507827758789,15.694788932800293,29.56989288330078,27.584779739379883,53.401573181152344
2009,1,0,0,0,IL,10,1,0,6.06842565536499,188.95701599121094,2.079441547393799,0,0,69.23860931396484,11.813270568847656,15.350116729736328,29.028640747070312,27.489551544189453,52.86922836303711
2010,1,0,0,0,IL,10.399999618530273,1,0,6.0521559715271,192.1652374267578,2.063171863555908,0,0,68.22029113769531,12.330443382263184,14.992351531982422,29.688934326171875,26.904640197753906,51.53493118286133
2011,1,0,0,0,IL,9.699999809265137,1,0,6.021078586578369,190.44168090820312,2.0628662109375,0,0,68.4144058227539,11.91829776763916,14.56096076965332,29.006105422973633,26.942514419555664,51.10549545288086
2012,1,0,0,0,IL,9,1,0,6.0005950927734375,199.08444213867188,2.0423829555511475,0,0,68.33625793457031,12.392853736877441,13.611483573913574,28.544872283935547,26.644634246826172,51.44066619873047
2013,1,0,1,1,IL,9,1,0,5.986053943634033,190.62562561035156,2.027841567993164,0,0,68.21875,12.781249046325684,13.281249046325684,27.29166603088379,27.32291603088379,51.13541793823242
2014,1,0,1,1,IL,7.099999904632568,1,1,5.969962120056152,190.4373779296875,2.0117499828338623,0,0,68.75582122802734,12.617643356323242,13.103734016418457,26.817663192749023,28.348329544067383,51.23591232299805
2015,1,0,1,1,IL,6,1,1,5.968775749206543,187.96401977539062,2.010563611984253,0,0,69.1656723022461,13.127915382385254,12.509492874145508,26.841703414916992,27.12379264831543,52.39231872558594
2016,1,0,1,1,IL,5.800000190734863,1,1,5.956239700317383,185.3891143798828,1.9980273246765137,0,0,68.61417388916016,13.727203369140625,12.394889831542969,26.504314422607422,26.941139221191406,52.24418258666992
2017,1,0,1,1,IL,4.900000095367432,1,1,5.935160160064697,164.69154357910156,1.976947546005249,0,0,68.56718444824219,13.505484580993652,11.631627082824707,27.02239418029785,27.21663475036621,52.056671142578125
2018,1,0,1,1,IL,4.300000190734863,1,1,5.911028861999512,159.2592010498047,1.9528162479400635,0,0,68.675994873046875,14.053342819213867,11.888529777526855,26.647531509399414,26.480087280273438,52.8644905090332
2019,1,0,1,1,IL,4,1,1,6.078474521636963,167.5319366455078,2.049269199371338,0,0,67.71480560302734,14.997411727905273,11.529502868652344,25.427019119262695,26.488094329833984,52.8856086730957
2001,1,1,0,0,IN,4.199999809265137,0,0,5.8547282218933105,60.68535614013672,1.8307644128799438,0,0,90.91820526123047,1.7441861629486084,16.72012710571289,38.81315231323242,25.54129981994629,59.542903900146484
2002,1,1,0,0,IN,5.199999809265137,0,0,5.839041709899902,57.415767669677734,1.8150779008865356,0,0,90.57195281982422,2.208669900894165,17.982528686523438,37.95945358276367,24.130542755126953,59.10663986206055
2003,1,1,0,0,IN,5.300000190734863,0,0,5.816506862640381,54.84257507324219,1.7925432920455933,0,0,88.75399017333984,2.9552717208862305,17.923322677612305,38.14696502685547,24.56869125366211,58.57827377319336
2004,1,1,0,0,IN,5.300000190734863,0,0,5.790225028991699,65.08319091796875,1.7662612199783325,0,0,87.27427673339844,3.270869016647339,17.955707550048828,37.819419860839844,24.97444725036621,58.347530364990234
2005,1,1,0,0,IN,5.400000095367432,0,0,5.756906032562256,57.926490783691406,1.7329421043395996,0,0,87.65840148925781,3.4527089595794678,17.57575798034668,38.31037521362305,25.307621002197266,57.20844650268555
2006,1,1,0,0,IN,5,0,0,5.725157260894775,57.88525390625,1.7011934518814087,0,0,86.8399658203125,3.5946385860443115,17.40454864501953,37.55077362060547,26.40130043029785,57.57514190673828
2007,1,1,0,0,IN,4.599999904632568,0,0,5.697072982788086,54.76668167114258,1.6731094121932983,0,0,86.58186340332031,4.021337985992432,16.618793487548828,37.42306137084961,24.86663818359375,57.8580207824707
2008,1,1,0,0,IN,5.900000095367432,0,0,5.659396171569824,91.36016082763672,1.7628775835037231,0,0,86.68011474609375,4.157416820526123,15.862764358520508,37.477294921875,25.327951431274414,57.941471099853516
2009,1,1,0,0,IN,10.399999618530273,0,0,5.662960529327393,78.90299987792969,1.879465103149414,0,0,87.1155776977539,4.24120569229126,16.36180877685547,37.34673309326172,25.68844223022461,56.180904388427734
2010,1,1,0,0,IN,10.399999618530273,0,0,5.646690845489502,81.9953384399414,1.9647318124771118,0,0,86.31324768066406,4.253174781799316,16.226566314697266,38.78250503540039,24.591815948486328,55.23080062866211
2011,1,1,0,0,IN,9.100000381469727,0,0,5.6156134605407715,113.80374145507812,1.9336544275283813,0,0,86.22039031982422,3.954685926437378,15.159628868103027,38.414005279541016,25.31410789489746,55.01544952392578
2012,1,1,0,0,IN,8.300000190734863,0,0,5.595130443572998,98.51731872558594,1.9131712913513184,0,0,86.53885650634766,3.9167182445526123,14.491857528686523,36.507938385009766,27.169654846191406,54.99897003173828
2013,1,1,0,0,IN,7.699999809265137,0,0,5.5805888175964355,93.5068588256836,1.8986297845840454,0,0,85.8821029663086,4.153555870056152,13.698342323303223,35.640865325927734,27.921125411987305,55.04510498046875
2014,1,1,0,0,IN,6,0,0,5.564496994018555,104.27877044677734,1.8825381994247437,0,0,85.1046142578125,4.992749214172363,13.838823318481445,36.005802154541016,27.284027099609375,54.96167755126953
2015,1,1,0,0,IN,4.800000190734863,0,1,5.5633111000061035,106.39030456542969,1.8813518285751343,0,0,84.06549072265625,5.950479507446289,14.297124862670898,35.24361038208008,25.61901092529297,54.133384704589844
2016,1,1,0,0,IN,4.400000095367432,0,1,5.550774574279785,99.7103500366211,1.868815541267395,0,0,83.99530029296875,5.165329456329346,12.737234115600586,36.13774490356445,26.100566864013672,53.277244567871094
2017,1,1,0,0,IN,3.5999999046325684,0,1,5.5296950340271,107.9433364868164,1.84773588180542,0,0,82.95166015625,5.441378116607666,13.348991394042969,34.429439544677734,26.61968994140625,54.061458587646484
2018,1,1,0,0,IN,3.5,0,1,5.505563735961914,107.06423950195312,1.8236044645309448,0,0,83.09294891357422,6.089743614196777,12.780448913574219,34.59535217285156,26.221956253051758,54.18669891357422
2019,1,1,0,0,IN,3.299999952316284,0,1,5.487606048583984,100.94593048095703,1.8056470155715942,0,0,81.86450958251953,6.731790065765381,12.189424514770508,34.69951248168945,26.226375579833984,55.02229690551758
2001,1,1,1,0,KS,4.300000190734863,0,0,6.253224849700928,55.20846939086914,1.1663273572921753,0,0,88.052703857421875,4.756587505340576,15.564984321594238,30.794998168945312,28.137561798095703,59.66949462890625
2002,1,1,1,0,KS,5.099999904632568,0,0,6.237537860870361,57.070899963378906,1.150640845298767,0,0,86.14198303222656,5.503764629364014,15.865901947021484,30.65614891052246,28.61240577697754,58.157047271728516
2003,1,1,1,0,KS,5.599999904632568,0,0,6.215003490447998,50.083946228027344,1.1281061172485352,0,0,84.47260284423828,4.92593240737915,14.795644760131836,30.50151824951172,28.3955020904541,59.09334182739258
2004,1,1,1,0,KS,5.5,0,0,6.188721179962158,50.75402069091797,1.101824164390564,0,0,83.44700622558594,4.921658992767334,14.285714149475098,30.47004508972168,29.511518478393555,57.65898513793945
2005,1,1,1,0,KS,5.099999904632568,0,0,6.155402183532715,50.75178146362305,1.068505048751831,0,0,83.596343994140625,4.921096324920654,13.185215950012207,29.3812313079834,30.87624740600586,58.24335479736328
2006,1,1,1,0,KS,4.400000095367432,0,0,6.123653411865234,52.923770904541016,1.0367563962936401,0,0,83.5915298461914,5.607680797576904,13.986472129821777,27.798383712768555,30.87497329711914,59.41522979736328
2007,1,1,1,0,KS,4.099999904632568,0,0,6.095569610595703,52.251251220703125,1.0086723566055298,0,0,83.76496124267578,5.984766006469727,12.622415542602539,29.29271125793457,30.380849838256836,58.0631103515625
2008,1,1,1,0,KS,4.5,0,0,6.057892799377441,57.28460693359375,0.9709956049919128,0,0,83.86954498291016,5.707359790802002,13.265755653381348,28.51476287841797,30.387834548950195,57.161746978759766
2009,1,1,1,0,KS,7.099999904632568,0,0,6.06145715713501,59.23877716064453,0.9745596647262573,0,0,83.22237396240234,6.5468268394470215,13.382157325744629,28.91699981689453,29.78251075744629,55.72570037841797
2010,1,1,1,0,KS,7.099999904632568,0,0,6.045187473297119,58.910621643066406,1.9647318124771118,0,0,83.44889831542969,6.19548225402832,12.502796173095703,28.315813064575195,30.14985466003418,54.95414733886719
2011,1,1,1,0,KS,6.5,0,0,6.014110088348389,59.60224151611328,1.9336544275283813,0,0,82.40985107421875,6.6402812004089355,12.027264595031738,26.91292953491211,31.178539276123047,55.364994049072266
2012,1,1,1,0,KS,5.699999809265137,0,0,5.993626594543457,55.38314437866211,1.9131712913513184,0,0,82.06755828857422,7.073226451873779,12.219450950622559,27.000680923461914,28.836997985839844,56.6538200378418
2013,1,1,1,0,KS,5.300000190734863,0,0,5.979085445404053,51.13396072387695,1.8986297845840454,0,0,81.44100189208984,6.89270544052124,11.978586196899414,26.3216609954834,30.136070251464844,56.23466491699219
2014,1,1,1,0,KS,4.5,0,0,5.962993621826172,34.844764709472656,1.8825381994247437,0,0,81.4671859741211,6.427435874938965,12.196229934692383,26.368385314941406,30.547353744506836,56.05268859863281
2015,1,1,1,0,KS,4.199999809265137,0,0,5.9618072509765625,35.43712615966797,1.8813518285751343,0,0,80.30897521972656,9.164703369140625,12.830584526062012,26.630008697509766,30.322072982788086,55.79994583129883
2016,1,1,1,0,KS,4,0,0,5.949271202087402,37.073631286621094,1.868815541267395,0,0,79.57244873046875,10.187384605407715,13.090524673461914,26.154659271240234,30.11348533630371,56.00422286987305
2017,1,1,1,0,KS,3.5999999046325684,0,0,5.928191184997559,36.83064651489258,1.84773588180542,0,0,80.33263397216797,9.741288185119629,11.98521614074707,26.504751205444336,30.200634002685547,56.678985595703125
2018,1,1,1,0,KS,3.299999952316284,0,0,5.904059886932373,37.53817367553711,1.8236044645309448,0,0,80.69280242919922,8.539205551147461,11.546724319458008,26.82599449157715,28.67884063720703,54.72610092163086
2019,1,1,1,0,KS,3.200000047683716,0,0,5.886102676391602,38.0886344909668,1.8056470155715942,0,0,80.5785140991211,10.055096626281738,10.991735458374023,26.639118194580078,29.917354583740234,56.170799255371094
2001,1,1,1,0,KY,5.199999809265137,0,0,5.760112285614014,64.27826690673828,1.8307644128799438,0,0,90.93975830078125,1.6144578456878662,21.783132553100586,35.421688079833984,24.120481491088867,61.10843276977539
2002,1,1,1,0,KY,5.699999809265137,0,0,5.7444257736206055,62.85512924194336,1.8150779008865356,0,0,91.17584228515625,1.4564146995544434,21.24652099609375,35.21096420288086,25.05889892578125,59.198970794677734
2003,1,1,1,0,KY,6.300000190734863,0,0,5.721890926361084,60.998714447021484,1.7925432920455933,0,0,90.26373291015625,1.0989011526107788,22.21978187561035,35.604393005371094,24.72527503967285,58.241756439208984
2004,1,1,1,0,KY,5.599999904632568,0,0,5.793691158294678,57.06745910644531,1.7662612199783325,0,0,89.57975769042969,1.5222984552383423,21.6981143951416,35.5703239440918,24.91423797607422,58.21183395385742
2005,1,1,1,0,KY,6,0,0,5.662289619445801,59.560672760009766,1.7329421043395996,0,0,90.38336181640625,1.3861814737319946,22.308856964111328,35.34762954711914,24.323152542114258,56.0970344543457
2006,1,1,1,0,KY,5.900000095367432,0,0,5.6305413246154785,60.85296630859375,1.7011934518814087,0,0,90.34497833251953,1.1282273530960083,22.02212905883789,33.91191101074219,25.320026397705078,55.30483627319336
2007,1,1,1,0,KY,5.599999904632568,0,0,5.602457046508789,61.526519775390625,1.6731094121932983,0,0,91.05207061767578,1.4452708959579468,21.976619720458984,34.02763366699219,24.463336944580078,57.27948760986328
2008,1,1,1,0,KY,6.599999904632568,0,0,5.564780235290527,62.70336151123047,1.7628775835037231,0,0,89.81131744384766,1.740041971206665,21.153039932250977,34.29769515991211,25.34591293334961,56.07966613769531
2009,1,1,1,0,KY,10.699999809265137,0,0,5.568344593048096,54.834442138671875,1.879465103149414,0,0,90.7496337890625,2.004593849182129,21.257047653198242,34.47483444213867,25.057422637939453,55.73188781738281
2010,1,1,1,0,KY,10.199999809265137,0,0,5.552074909210205,60.51915740966797,1.9647318124771118,0,0,90.17439270019531,2.2968950271606445,21.0123348236084,33.964271545410156,25.81879997253418,53.82815933227539
2011,1,1,1,0,KY,9.399999618530273,0,0,5.520997524261475,68.74712371826172,1.9336544275283813,0,0,89.62041473388672,2.487668991088867,19.064979553222656,33.283294677734375,27.149904251098633,52.99163818359375
2012,1,1,1,0,KY,8.199999809265137,0,0,5.500514030456543,69.55999755859375,1.9131712913513184,0,0,89.89361572265625,2.127659559249878,16.617021560668945,35.74468231201172,27,54.191490173339844
2013,1,1,1,0,KY,8,0,0,5.485972881317139,58.62758255004883,1.8986297845840454,0,0,88.44672393798828,2.6315789222717285,16.66666603088379,35.45143127441406,27.749250411987305,53.46598434448242
2014,1,1,1,0,KY,6.5,0,1,5.469881057739258,62.40803909301758,1.8825381994247437,0,0,88.225067138671875,2.3462958335876465,16.55442237854004,35.21615982055664,28.003477096557617,53.226158142089844
2015,1,1,1,0,KY,5.300000190734863,0,1,5.468694686889648,63.89442443847656,1.8813518285751343,0,0,88.601531982421875,2.562260627746582,16.930076599121094,32.854408264160156,27.92145538330078,53.66379165649414
2016,1,1,1,0,KY,5.099999904632568,0,1,5.456158638000488,63.27500534057617,1.868815541267395,0,0,88.69630432128906,2.059784173965454,16.704345703125,33.43381118774414,26.425521850585938,53.52926254272461
2017,1,1,1,0,KY,4.900000095367432,0,1,5.4350786209106445,61.22914505004883,1.84773588180542,0,0,88.41920471191406,2.726363182067871,16.058029174804688,33.591796875,27.888944625854492,54.3521728515625
2018,1,1,1,0,KY,4.300000190734863,0,1,5.410947799682617,60.004512786865234,1.8236044645309448,0,0,87.15186309814453,3.021544933319092,14.766158103942871,33.7362060546875,27.85076332092285,54.41408157348633
2019,1,1,1,0,KY,4.300000190734863,0,1,5.3929901123046875,61.76816177368164,1.8056470155715942,0,0,86.81034088134766,3.0459771156311035,15.11494255065918,34.62643814086914,26.40804672241211,54.281612396240234
2001,1,1,0,0,LA,5.400000095367432,0,0,5.6724066734313965,56.833778381347656,1.8307644128799438,0,0,69.13648986816406,2.256267547607422,22.952646255493164,34.846797943115234,23.342618942260742,54.23398208618164
2002,1,1,0,0,LA,5.900000095367432,0,0,5.656720161437988,57.0867919921875,1.8150779008865356,0,0,68.876861572265625,2.625169038772583,23.43707847595215,34.560218811035156,22.841678619384766,54.45196533203125
2003,1,1,0,0,LA,6.199999809265137,0,0,5.634185314178467,57.084129333496094,1.7925432920455933,0,0,68.719482421875,2.4959306716918945,23.846988677978516,34.15626907348633,23.575693130493164,54.69343566894531
2004,1,1,0,0,LA,5.5,0,0,5.607903480529785,59.12067413330078,1.7662612199783325,0,0,68.0323257446289,2.0066890716552734,23.076923370361328,35.56298828125,21.87848472595215,53.98550796508789
2005,1,1,0,0,LA,6.699999809265137,0,0,5.574584007263184,65.54777526855469,1.7329421043395996,0,0,65.50933837890625,1.441205382347107,21.159515380859375,37.17654800415039,22.993778228759766,50.73698043823242
2006,1,1,0,0,LA,3.9000000953674316,0,0,5.542835712432861,68.12044525146484,1.7011934518814087,0,0,65.1373062133789,2.1433355808258057,23.174816131591797,34.99665069580078,23.81111717224121,50.100467681884766
2007,1,1,0,0,LA,3.799999952316284,0,0,5.514751434326172,70.96604919433594,1.6731094121932983,0,0,66.0762939453125,3.269754648208618,20.60626792907715,33.991825103759766,24.965938568115234,51.9754753112793
2008,1,1,0,0,LA,4.400000095367432,0,0,5.477075099945068,74.22972869873047,1.7628775835037231,0,0,65.31986236572266,2.7609426975250244,18.383838653564453,35.58922576904297,24.51178550720215,52.86195373535156
2009,1,1,0,0,LA,6.599999904632568,0,0,5.4806389808654785,78.0817642211914,1.879465103149414,0,0,64.8026351928711,2.8289473056793213,18.848684310913086,35.328948974609375,25.098684310913086,51.74342346191406
2010,1,1,0,0,LA,8,0,0,5.464369297027588,79.9305419921875,1.9647318124771118,0,0,63.70782470703125,2.915165424346924,17.556501388549805,35.538814544677734,25.810678482055664,52.37471389770508
2011,1,1,0,0,LA,7.800000190734863,0,0,5.433291912078857,78.2281265258789,1.9336544275283813,0,0,61.875404357910156,3.3419857025146484,19.66255760192871,32.673587799072266,25.53536605834961,50.648929595947266
2012,1,1,0,0,LA,7.099999904632568,0,0,5.412808418273926,78.44127655029297,1.9131712913513184,0,0,62.508270263671875,3.838517665863037,18.497684478759766,34.679019927978516,26.902713775634766,48.874916076660156
2013,1,1,0,0,LA,6.699999809265137,0,0,5.3982672691345215,76.23199462890625,1.8986297845840454,0,0,64.75188446044922,3.669172763824463,17.293231964111328,34.917293548583984,25.473684310913086,49.744361877441406
2014,1,1,0,0,LA,6.400000095367432,0,0,5.382175445556641,77.663421630859375,1.8825381994247437,0,0,63.024169921875,3.996053457260132,16.428220748901367,33.69511413574219,25.900344848632812,48.815982818603516
2015,1,1,0,0,LA,6.300000190734863,0,0,5.380989074707031,79.07472229003906,1.8813518285751343,0,0,63.53931427001953,3.818974494934082,17.861974716186523,34.37076950073242,26.43211555480957,49.00014877319336
2016,1,1,0,0,LA,6.099999904632568,0,1,5.368453025817871,76.45269012451172,1.868815541267395,0,0,64.25703430175781,3.3513364791870117,17.1998348236084,33.48566818237305,26.40908432006836,48.552833557128906
2017,1,1,0,0,LA,5.099999904632568,0,1,5.3473734855651855,78.409759521484375,1.84773588180542,0,0,63.736263275146484,3.867560863494873,16.554874420166016,32.467533111572266,27.215641021728516,49.09376525878906
2018,1,1,0,0,LA,4.900000095367432,0,1,5.3232421875,75.2396469116211,1.8236044645309448,0,0,62.79710006713867,4.73913049697876,16.724637985229492,33.260868072509766,27.623188018798828,48.63768005371094
2019,1,1,0,0,LA,4.800000190734863,0,1,5.30528450012207,77.601806640625,1.8056470155715942,0,0,63.890132904052734,5.045529365539551,17.077177047729492,32.40782165527344,26.854755401611328,49.03717041015625
2001,1,0,0,0,MA,3.700000047683716,0,0,6.642238140106201,74.24593353271484,2.1013102531433105,0,0,84.5277099609375,6.463699817657471,17.486337661743164,29.8360652923584,22.654176712036133,52.864952087402344
2002,1,0,0,0,MA,5.300000190734863,0,0,6.602569580078125,73.15794372558594,2.0856237411499023,0,0,85.4556655883789,5.538508892059326,16.2012882232666,30.530838012695312,21.463638305664062,51.93310546875
2003,1,0,0,0,MA,5.800000190734863,1,0,6.5800347328186035,81.75609588623047,2.063088893890381,0,0,85.51874542236328,5.801835060119629,15.445636749267578,29.195831298828125,22.040752410888672,52.48094940185547
